alcohol,appellation,bottle size,category,date published,designation,importer,price,taster,url,user avg rating,variety,wine_desc,wine_name,wine_points,winery
14.7%,"Alexander Valley, Sonoma, California, US",750 ml,Red,8/1/2017,Warnecke Ranch,,"$50,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/sutro-2013-warnecke-ranch-cabernet-sauvignon-alexander-valley,Not rated yet [Add Your Review],Cabernet Sauvignon,"This red from 40-year-old vines in a 12-acre site at the base of Chalk Hill is grippy and highlighted with rich, layered blackberry, chocolate and red cherry aspects. A dustiness prevails on the back of the palate, as its savory tobacco leaf flavor lingers.",Sutro 2013 Warnecke Ranch Cabernet Sauvignon (Alexander Valley),91.0,Sutro
13.5%,"Armenia, Armenia",750 ml,Red,8/1/2017,Reserve Estate Bottled,G&B; Importers,"$24,  Buy Now",Mike DeSimone,http://www.winemag.com/buying-guide/van-ardi-2015-reserve-estate-bottled-areni-armenia,Not rated yet [Add Your Review],"Areni, Other Red","Aromas of raspberry and rose petal offer a glimpse of flavors to come, including cherry, raspberry, violet, smoke and sage. A soft entry becomes incrementally fuller on the palate as grippy tannins make their presence known and then slowly recede into a finish noted for lasting brightness and cranberry flavor.",Van Ardi 2015 Reserve Estate Bottled Areni (Armenia),91.0,Van Ardi
15%,"Toro, Northern Spain, Spain",750 ml,Red,8/1/2017,Pintia,Europvin USA,"$75,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/vega-sicilia-2012-pintia-toro,Not rated yet [Add Your Review],Tempranillo,"An opaque purple color and charred, smoky aromas render this ripe-vintage Toro dark from the outset. Sandpaper tannins frame its dominant char and burnt toast flavors, while a base of black fruit holds it together. It's all about oak and slamming tannins now, so cellar and drink from 2020–2030.",Vega Sicilia 2012 Pintia  (Toro),91.0,Vega Sicilia
13.5%,"Friuli Isonzo, Northeastern Italy, Italy",750 ml,White,8/1/2017,Piere,Vias Imports,"$44,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/vie-di-romans-2015-piere-sauvignon-friuli-isonzo,Not rated yet [Add Your Review],"Sauvignon, Sauvignon Blanc","Classic varietal aromas of tomato leaf, exotic fruit and citrus practically jump out of the glass. The bright palate doles out juicy peach, nectarine, grapefruit, celery and sage while a mineral vein lends energy.",Vie di Romans 2015 Piere Sauvignon (Friuli Isonzo),91.0,Vie di Romans
13%,"Vinho Verde, Portugal",750 ml,White,8/1/2017,Quinta do Cruzeiro Reserva,Tambu Wines,"$22,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/casa-da-torre-2013-quinta-do-cruzeiro-reserva-white-vinho-verde,Not rated yet [Add Your Review],Portuguese White,"Aged on its lees for 10 months after harvest, the wine has a rich character that also shows in the light gold color. There is a nutty toasty character to this wine that gives it extra complexity and richness. Drink this impressive wine now",Casa da Torre 2013 Quinta do Cruzeiro Reserva White (Vinho Verde),91.0,Casa da Torre
14.5%,"Russian River Valley, Sonoma, California, US",750 ml,Red,8/1/2017,Jane's Vineyard Clone 23,,"$55,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/davis-bynum-2014-janes-vineyard-clone-23-pinot-noir-russian-river-valley,Not rated yet [Add Your Review],Pinot Noir,"Compostable earth marks the entry of this clonal exploration—a robust, full-bodied and ripely warm wine.With mint, pine and black tea accents, it offers wild raspberry and rhubarb fruit, bringing a homemade pie to mind.",Davis Bynum 2014 Jane's Vineyard Clone 23 Pinot Noir (Russian River Valley),91.0,Davis Bynum
12.5%,"Anjou Villages, Loire Valley, France",750 ml,Red,8/1/2017,,Kinson The Future of Wine,"$17,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/domaine-du-petit-clocher-2015-cabernet-franc-cabernet-sauvignon-anjou-villages,Not rated yet [Add Your Review],"Cabernet Franc-Cabernet Sauvignon, Red Blend","This blend dominated by Cabernet Sauvignon comes from schist soil on the plateau above the Loire river. It benefits from a warm vintage to give a rich character as well as some firm tannins. The balance between fruit and structure is just right. Although the wine is young, it will mature quickly, so drink from 2019.",Domaine du Petit Clocher 2015 Cabernet Franc-Cabernet Sauvignon (Anjou Villages),91.0,Domaine du Petit Clocher
14%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Les Deux M,Regal Wine Imports Inc,"$26,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-gerard-neumeyer-2015-les-deux-m-gewurztraminer-alsace,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer","The nose is reticent and shy but the palate is full of fresh lemon-tinged fruit: pear and mirabelle plum get full fruity rein. This is countered by pithy, pleasantly bitter but subtle grapefruit zest. There is quite a bit of concentration on the midpalate. It's a quiet wine of astonishing harmony and balance. The finish is dry.",Domaine Gérard Neumeyer 2015 Les Deux M Gewurztraminer (Alsace),91.0,Domaine Gérard Neumeyer
13.5%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Réserve,Vin de Garde Wines,"$18,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-jean-sipp-2014-reserve-pinot-gris-alsace,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Appetizing and warmly generous pear notes characterize the nose. The palate has the same, friendly fruit, boosted by some residual sugar. The plump fruit is countered by ample lemony freshness that creates an inherent balance. The finish is just off dry, but very refreshing.",Domaine Jean Sipp 2014 Réserve Pinot Gris (Alsace),91.0,Domaine Jean Sipp
14%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Turckheim,Kobrand,"$26,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaine-zind-humbrecht-2015-turckheim-gewurztraminer-alsace,Not rated yet [Add Your Review],"Gewürztraminer, Gewürztraminer","The nose hints at richly golden fruit: ripe peach and glowing mirabelle. A floral tone of honeysuckle hovers. The palate comes in with clean, earthy and lemon-concentrated force, leaving the palate tingling with lemon zest and pith. The finish is just about dry but utterly clean-cut. All of this is more about texture than aroma.",Domaine Zind-Humbrecht 2015 Turckheim Gewurztraminer (Alsace),91.0,Domaine Zind-Humbrecht
13.5%,"Alsace, Alsace, France",750 ml,White,8/1/2017,Les Princes Abbés,Maisons Marques & Domaines USA,"$18,  Buy Now",Anne Krebiehl MW,http://www.winemag.com/buying-guide/domaines-schlumberger-2015-les-princes-abbes-pinot-gris-alsace,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","The nose gives appetizing glimpses of pure ripe juicy pear. These flavors blossom fully on the palate and leave a most harmonious picture of ample, dry, but well-expressed pear fruit with lovely freshness. Everything here happens with ease. The finish is pure and fresh.",Domaines Schlumberger 2015 Les Princes Abbés Pinot Gris (Alsace),91.0,Domaines Schlumberger
7.5%,"Mosel, Germany",750 ml,White,8/1/2017,Brauneberger Juffer Spätlese,Loosen Bros. USA,"$38,  Buy Now",Anna Lee C. Iijima,http://www.winemag.com/buying-guide/fritz-haag-2015-brauneberger-juffer-spatlese-riesling-mosel,Not rated yet [Add Your Review],Riesling,"Dusty, spicy minerals cast shade over luscious yellow peach and nectarine in this deeply nuanced spätlese. It's approachably juicy yet nervy with acidity. Delicate honey tones sweeten a lingering finish.",Fritz Haag 2015 Brauneberger Juffer Spätlese Riesling (Mosel),91.0,Fritz Haag
14.2%,"Dundee Hills, Willamette Valley, Oregon, US",750 ml,Red,8/1/2017,Durant Vineyard,,"$42,  Buy Now",Paul Gregutt,http://www.winemag.com/buying-guide/goodfellow-2014-durant-vineyard-pinot-noir-dundee-hills,Not rated yet [Add Your Review],Pinot Noir,"This is a fine expression of old-vine fruit, with raspberry and cherry along with juicy highlights of pineapple and grapefruit. Tannins are a bit stiff right out of the bottle, so an hour or two of aeration is in order, or tuck it away until 2020–2022.",Goodfellow 2014 Durant Vineyard Pinot Noir (Dundee Hills),91.0,Goodfellow
14.8%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,The Bully,,"$50,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/gorman-2014-the-bully-cabernet-sauvignon-red-mountain,Not rated yet [Add Your Review],Cabernet Sauvignon,"The aromas are wound up at present, with notes of generous barrel spices, dried herb, dark fruit and pencil lead. The dark-cherry flavors are smooth and supple, backed by fine-grained tannins.",Gorman 2014 The Bully Cabernet Sauvignon (Red Mountain),91.0,Gorman
15%,"Red Mountain, Columbia Valley, Washington, US",750 ml,Red,8/1/2017,The F.O.G.,,"$80,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/gorman-2014-the-f-o-g-cabernet-franc-red-mountain,Not rated yet [Add Your Review],Cabernet Franc,"High-toned herb aromas mix with barrel spice, pencil lead and blackberry notes on this initially aromatically brooding wine. The palate holds nothing back with rich, intense black-fruit flavors that display a ripe style. It's a bit hard to get at the variety but the yum factor is there.",Gorman 2014 The F.O.G. Cabernet Franc (Red Mountain),91.0,Gorman
14.2%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White,8/1/2017,The Big Sissy,,"$35,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/gorman-2015-the-big-sissy-chardonnay-columbia-valley-wa,Not rated yet [Add Your Review],Chardonnay,"Pale straw in color, this wine brings alluring aromas of toast, spice, clarified butter and stone fruit. The palate is full bodied with sweet, generous peach and tropical-fruit flavors that sail on the finish.",Gorman 2015 The Big Sissy Chardonnay (Columbia Valley (WA)),91.0,Gorman
15.2%,"Paso Robles, Central Coast, California, US",750 ml,Red,8/1/2017,Straight de Barrel,,"$89,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/hammersky-2014-straight-de-barrel-red-paso-robles,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Coming in an oddly shaped, squat bottle reminiscent of the Wild West, this unfiltered wine bursts with blackberry, purple flowers and turned loam aromas. On the palate, deep black currant fruit is accented with peppery spice, graphite and a sizzling acidity that burns from the tip to the back of the sip.",HammerSky 2014 Straight de Barrel Red (Paso Robles),91.0,HammerSky
13.8%,"Calaveras County, Sierra Foothills, California, US",750 ml,White,8/1/2017,,,"$24,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/1850-2015-viognier-calaveras-county,Not rated yet [Add Your Review],Viognier,"This wine pairs toasty, buttery, fresh bread aromas with ripe fig, cream and almond flavors. It's medium to full bodied, rich and viscous, keeping the luxurious flavors flowing over the palate and the toasted bread and almond notes echoing on the finish.",1850 2015 Viognier (Calaveras County),91.0,1850
14.1%,"Sonoma Valley, Sonoma, California, US",750 ml,Red,8/1/2017,Turbine,,"$35,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/anaba-2014-turbine-red-sonoma-valley,Not rated yet [Add Your Review],Rhône-style Red Blend,"Light and bright, this combines 41% Syrah, 36% Grenache and 23% Mourvèdre, each sourced from the Landa Vineyard near the town of Sonoma. Menthol and cherry notes arise first on the nose and palate, riding a wave of lifted acidity, with a meaty undertone and lavender and tobacco accents.",Anaba 2014 Turbine Red (Sonoma Valley),91.0,Anaba
14%,"McLaren Vale, South Australia, Australia",750 ml,Red,8/1/2017,Warboys Vineyard,Trinchero Family Estates,"$65,  Buy Now",Joe Czerwinski,http://www.winemag.com/buying-guide/angove-2014-warboys-vineyard-shiraz-grenache-mclaren-vale,Not rated yet [Add Your Review],"Shiraz-Grenache, Rhône-style Red Blend","Recently, Angove's various Warboys Vineyard bottlings have been consistently excellent; the 2014 blends 57% Shiraz and 43% Grenache to good effect. It's full bodied, creamy and supple, combining vanilla notes with hints of mint and an ample dose of cherry-berry fruit. Drink now through 2022.",Angove 2014 Warboys Vineyard Shiraz-Grenache (McLaren Vale),91.0,Angove
14.5%,"Rioja, Northern Spain, Spain",750 ml,Red,8/1/2017,Viñas de Laguardia,Folio Fine Wine Partners,"$40,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/artadi-2014-vinas-de-laguardia-rioja,Not rated yet [Add Your Review],Tempranillo,"A dense, dark color and ripe and raisinated black fruit aromas welcome one into this multi-vineyard Rioja. On the palate, it's loaded with berry and vanilla flavors, its textured finish showing a hint of toast. Drink through 2021.",Artadi 2014 Viñas de Laguardia  (Rioja),91.0,Artadi
14.8%,"Santa Clara Valley, Central Coast, California, US",750 ml,Red,8/1/2017,Homage,,"$50,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/aver-family-vineyards-2013-homage-syrah-santa-clara-valley,Not rated yet [Add Your Review],"Syrah, Shiraz/Syrah","Gamy roast lamb aromas meet blueberry and crushed bay leaf on the nose of this bottling—a shining example of Syrah from southern Santa Clara County. White pepper, thyme and graphite notes show on the palate, where a core of elderberry fruit core is enhanced by that feral, gamy quality.",Aver Family Vineyards 2013 Homage Syrah (Santa Clara Valley),91.0,Aver Family Vineyards
13.4%,"Russian River Valley, Sonoma, California, US",750 ml,White,8/1/2017,Estate Grown Estate Bottled,,"$19,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/balletto-2016-estate-grown-estate-bottled-sauvignon-blanc-russian-river-valley,Not rated yet [Add Your Review],Sauvignon Blanc,"Luscious pear, vanilla and stony, preserved lemon flavors permeate the palate of this crisp, light-bodied white. Though delicate and elegant, it has a subtle texture and plenty of length to the wet stone- and lemongrass-inflected finish.",Balletto 2016 Estate Grown Estate Bottled Sauvignon Blanc (Russian River Valley),91.0,Balletto
14.5%,"Sardon de Duero, Northern Spain, Spain",750 ml,Red,9/1/2017,Estate Grown Selección Especial,Europvin USA,"$28,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/abadia-retuerta-2012-estate-grown-seleccion-especial-red-sardon-de-duero,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo","Few wines offer as much as this for under $30, but this extracted, bullish Tempranillo blend is not for everyone. Blackberry, cola and savory herbal aromas are strong and pure. This feels wide and cushioned, yet is still a driller. Blackberry, cassis and chocolate flavors finish rich and ripe. Drink through 2024.",Abadia Retuerta 2012 Estate Grown Selección Especial Red (Sardon de Duero),93.0,Abadia Retuerta
14.8%,"Santa Margarita Ranch, Central Coast, California, US",750 ml,Red,9/1/2017,Oyster Ridge,,"$60,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/ancient-peaks-2013-oyster-ridge-red-santa-margarita-ranch,Not rated yet [Add Your Review],Red Blend,"There is immense dark depth to the nose of this blend of 75% Cabernet Sauvignon, 15% Syrah, 5% Petite Sirah and 5% Malbec. It shows tar, cocoa and elderberry on the nose at first, then reveals even deeper waves of black cherry and dark spice. The tannins are dense on the sip, where blackberry and elegant licorice flavors reign. This one will last a long time. Drink 2018–2028.",Ancient Peaks 2013 Oyster Ridge Red (Santa Margarita Ranch),93.0,Ancient Peaks
